student_id,name,gender,birth_year,grade,major_track,admission_type,source_province,source_region_type,high_school_level,gaokao_score,gaokao_rank_band,family_class_score,father_education,mother_education,father_occupation,mother_occupation,precollege_science_interest,precollege_self_learning,precollege_interdisciplinary,precollege_art_strength,science_competition_level,innovation_competition_role,overseas_exposure,tutoring_years,tutoring_intensity,family_burden_feeling,academic_identity,scientist_aspiration,major_understanding,goal_clarity,resilience_level,critical_thinking,learning_passion,self_discipline,interdisciplinary_willingness,motivation_strength,motivation_intrinsic,motivation_external,motivation_mission,mental_health_score,stress_level,curiosity_score,risk_taking_score,impulsiveness_score,interdisciplinary_association,ai_use_frequency,ai_use_learning,ai_use_research,ai_use_coding,ai_use_creative,has_fixed_mentor,mentor_closeness,mentor_inspiration,mentor_guidance_frequency,peer_support_score,peer_academic_interaction,facility_satisfaction,frontier_exposure,international_exposure,policy_flexibility,evaluation_fairness,innovation_climate,personalized_support,workload_feeling,cross_college_exchange,overall_env_satisfaction,research_participation_level,research_project_count,research_project_score,research_entry_path,research_platform_level,research_depth_score,fdurop_participated,fdurop_gain_score,pnp_used,pnp_helpfulness,aplus_received,aplus_incentive_score,integrated_training_identity,dim_academic_interest,dim_resilience,dim_innovation,dim_learning_motivation,dim_research_engagement,dim_mentorship,dim_environment_satisfaction,dim_mental_health,z_dim_academic_interest,pct_dim_academic_interest,z_dim_resilience,pct_dim_resilience,z_dim_innovation,pct_dim_innovation,z_dim_learning_motivation,pct_dim_learning_motivation,z_dim_research_engagement,pct_dim_research_engagement,z_dim_mentorship,pct_dim_mentorship,z_dim_environment_satisfaction,pct_dim_environment_satisfaction,z_dim_mental_health,pct_dim_mental_health,student_type,student_type_confidence,adjacent_type,risk_psychology,risk_no_mentor,risk_low_interest,risk_low_research,risk_external_driven,risk_low_ai_usage,risk_overload,warning_count,warning_level,risk_psychology_severity,risk_no_mentor_severity,risk_low_interest_severity,risk_low_research_severity,risk_external_driven_severity,risk_low_ai_usage_severity,risk_overload_severity,issue_summary,advice_academic,advice_psychology,advice_skill,advice_resource,advice_path,type_features,benchmark_case
20240116,学生-116,女,2005,1,生物,强基,甘肃,省会城市,一般,673,前1%,5,大专,硕士,公务员/事业单位,公务员/事业单位,58.94,61.81,71.23,66.65,34.19,53.71,100,3,72.91,49.36,87.65,77.4,67.39,52.14,56.72,51.84,87.55,68.76,75.18,74.45,47.63,68.84,50.78,53.71,61.26,84.02,56.21,56.5,73.58,27.82,68.87,50.75,32.99,56.4,100,36.81,41.28,31.84,57.57,56.08,78.78,71.18,27.66,52.21,39.84,76.16,43.28,70.8,68.46,62.4,18.82,0,0.0,FDUROP,34.63,44.62,0,66.54,100,45.97,0,24.17,73.28,74.3,61.05,70.14,59.13,27.63,50.29,56.76,46.1,1.6172,95.45,-0.388,35.0,1.2787,90.45,-0.8037,21.82,-1.5607,3.64,-0.3968,35.45,-0.9047,17.95,-0.4848,30.91,压力应对型,45.4,竞赛转型型,1,0,0,1,0,0,0,2,yellow,green,none,none,yellow,none,none,none,心理健康与压力状态需要优先关注；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240117,学生-117,女,2004,1,生物,竞赛,内蒙古,地级市,一般,701,前5‰,6,博士,本科,企业职员,工人/服务业,87.54,59.14,64.18,46.58,100.0,55.08,100,4,72.57,37.66,66.3,74.77,53.7,56.53,79.77,62.22,62.18,65.15,81.89,55.79,56.87,50.63,62.79,56.95,92.6,72.94,53.69,65.71,67.88,70.17,71.64,29.6,33.66,53.8,0,48.03,10.92,17.38,59.38,78.5,70.98,60.99,60.63,76.51,71.0,66.1,22.26,75.83,39.32,71.46,46.5,2,50.0,FDUROP,11.65,38.94,100,54.9,0,70.13,0,54.7,89.13,65.03,62.7,66.8,57.93,44.38,26.69,61.62,42.71,-0.1354,46.14,-0.1163,44.09,0.6744,74.55,-1.0266,14.55,-0.5158,35.91,-1.9394,1.36,0.3856,63.18,-0.9128,20.0,压力应对型,79.7,竞赛转型型,1,0,0,1,0,0,0,2,yellow,yellow,none,none,yellow,none,none,none,心理健康与压力状态需要优先关注；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240118,学生-118,女,2004,2,数学,竞赛,重庆,县城,普通重点,679,前3%,9,高中及以下,本科,教师/科研,个体经营,44.52,76.22,74.38,40.1,79.66,47.78,0,4,74.29,43.48,56.59,78.71,88.15,56.3,83.58,58.2,86.3,55.74,48.52,65.51,47.9,61.86,55.61,21.76,100.0,70.95,62.85,38.14,55.53,62.96,61.45,45.15,18.59,55.45,100,66.89,90.73,42.9,73.83,70.33,62.54,75.81,50.29,56.36,59.57,83.82,58.06,33.02,71.83,61.34,66.62,0,0.0,任课教师,14.27,48.63,0,41.02,100,57.25,0,53.82,77.87,69.4,63.34,58.73,58.87,33.55,73.16,63.89,36.88,0.6908,75.0,-0.0109,52.27,-0.7859,24.09,-0.852,18.64,-1.1914,13.64,1.098,91.82,0.9883,84.09,-1.6489,6.36,压力应对型,89.7,均衡发展型,1,0,0,1,0,0,0,2,red,red,none,none,yellow,none,none,none,心理健康与压力状态需要优先关注；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240119,学生-119,女,2005,3,数学,统招,重庆,农村,普通重点,680,前1‰,5,高中及以下,硕士,工人/服务业,教师/科研,58.8,54.74,46.15,62.6,11.65,64.08,0,3,58.05,36.05,66.32,56.36,60.02,46.25,60.76,82.05,55.67,57.0,87.88,86.67,59.54,72.86,54.54,43.86,87.23,96.54,72.58,48.53,84.52,99.8,89.48,59.23,26.02,34.17,100,48.06,72.24,72.86,75.14,67.29,75.35,74.38,49.14,49.54,59.67,69.36,52.06,75.89,65.67,41.16,72.83,3,75.0,竞赛延伸,49.44,70.08,100,55.21,100,48.56,0,39.48,71.1,60.46,59.03,78.27,60.78,70.25,68.92,57.61,40.38,-0.9995,14.55,-0.7207,25.0,2.7498,100.0,-0.4972,31.36,1.098,84.55,0.8209,75.0,-0.6791,26.14,-1.207,13.18,压力应对型,47.0,科研驱动型,1,0,1,0,0,0,0,2,red,red,none,yellow,none,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240120,学生-120,女,2004,3,化学,统招,福建,省会城市,顶尖,678,前5‰,6,博士,高中及以下,企业职员,公务员/事业单位,90.74,55.91,66.94,72.99,38.43,60.31,0,4,53.07,19.3,56.38,70.45,71.54,36.59,66.69,53.2,65.27,59.91,71.78,54.54,72.95,63.57,51.46,56.09,79.34,59.24,55.02,39.9,55.25,70.13,75.86,58.93,24.16,46.7,100,84.55,52.35,71.68,67.38,61.78,59.33,62.22,48.77,51.3,60.61,55.66,58.81,57.39,60.76,67.15,60.57,4,100.0,任课教师,64.82,27.54,100,67.82,100,55.95,0,50.54,70.46,60.97,57.29,56.09,56.03,65.76,72.39,58.35,52.82,-0.903,20.0,-1.0072,15.0,-1.2636,12.73,-1.3794,8.64,0.8179,75.23,1.0477,87.73,-0.4826,32.05,0.3637,63.18,均衡发展型,48.7,科研驱动型,1,0,1,1,0,0,0,3,red,yellow,none,yellow,yellow,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240121,学生-121,女,2003,1,计算机,统招,福建,地级市,普通重点,644,前5‰,5,本科,硕士,个体经营,企业职员,87.69,69.67,65.61,62.64,64.33,37.83,0,4,61.89,33.49,86.38,61.11,72.1,21.83,50.31,63.13,73.34,53.08,43.52,90.33,38.85,74.42,61.46,50.36,55.14,79.2,90.5,43.0,80.58,58.71,74.04,46.35,53.09,55.34,100,39.16,71.53,76.41,50.47,81.73,99.85,66.29,60.24,59.08,60.75,71.17,46.73,61.78,59.96,64.66,19.84,1,25.0,尚未进入,43.75,62.88,0,56.97,0,51.72,0,51.88,77.36,61.29,56.47,71.95,56.69,39.74,66.12,64.49,46.34,-0.8425,21.36,-1.1423,12.27,1.6062,94.55,-1.2569,10.45,-0.8052,24.55,0.6379,66.82,1.1476,88.18,-0.4545,32.27,竞赛转型型,49.6,均衡发展型,1,0,1,1,1,0,0,4,yellow,green,none,yellow,yellow,yellow,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；科研参与深度不足；学习动力偏外部驱动,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240122,学生-122,女,2005,1,计算机,统招,陕西,省会城市,普通重点,645,前5‰,5,本科,大专,个体经营,公务员/事业单位,57.98,67.54,61.51,64.94,30.81,49.65,0,4,61.24,68.97,58.67,38.67,73.43,60.29,66.73,79.03,46.07,54.95,56.0,71.25,72.75,100.0,53.79,43.07,19.88,100.0,67.55,73.65,74.73,80.27,58.82,73.5,72.86,52.49,0,35.92,36.29,52.4,39.13,68.86,58.02,69.22,46.23,80.55,48.69,83.86,37.37,76.81,72.66,70.9,34.34,1,25.0,任课教师,59.6,58.02,0,48.99,0,58.96,100,62.04,52.73,55.84,65.06,76.23,59.29,41.07,35.23,64.0,45.55,-1.873,3.18,0.2723,59.09,2.3807,99.09,-0.774,23.64,-0.7223,26.82,-1.3812,12.27,1.0175,85.45,-0.5542,27.73,竞赛转型型,45.2,均衡发展型,1,0,1,1,0,0,0,3,yellow,green,none,yellow,yellow,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240123,学生-123,女,2005,1,数学,强基,河北,直辖市,普通重点,650,前3%,4,大专,高中及以下,公务员/事业单位,公务员/事业单位,26.31,92.8,60.92,57.37,69.72,51.01,100,3,69.49,43.14,70.52,71.71,45.42,55.75,73.91,72.42,81.57,77.61,48.89,55.37,76.02,62.86,55.24,38.06,66.79,81.18,62.81,51.91,61.92,44.76,73.93,56.9,22.3,37.0,100,43.16,44.31,54.94,59.06,78.69,76.28,54.84,46.39,44.23,57.61,77.87,32.89,73.21,60.1,71.12,27.69,1,25.0,FDUROP,40.48,59.73,0,51.71,0,47.29,100,35.06,81.43,62.74,71.47,62.93,62.4,37.91,56.25,57.71,39.16,-0.5684,27.27,1.328,92.73,-0.0259,49.55,-0.1964,45.45,-0.9194,19.09,-0.0073,38.18,-0.6525,27.73,-1.361,9.55,竞赛转型型,46.4,压力应对型,1,0,0,1,0,0,0,2,red,red,none,none,yellow,none,none,none,心理健康与压力状态需要优先关注；科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议持续关注学堂资源、导师机会与跨学科平台。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240124,学生-124,男,2005,2,计算机,综评,广西,农村,普通重点,675,前5‰,5,大专,高中及以下,个体经营,个体经营,58.74,73.0,68.32,68.95,41.91,58.06,0,4,52.28,18.92,70.6,68.18,75.8,61.68,62.18,60.52,41.42,71.41,55.74,84.62,52.76,79.56,58.42,63.25,61.49,68.78,54.32,28.46,67.05,60.22,69.31,63.79,77.21,45.57,0,30.2,47.82,38.86,70.48,50.81,73.85,74.92,49.43,52.55,50.81,73.35,59.44,77.93,56.65,58.6,55.84,3,75.0,FDUROP,44.65,12.54,100,45.25,0,56.48,0,52.33,57.77,64.46,58.76,58.05,59.49,49.81,37.79,60.58,50.08,-0.2432,40.91,-0.7652,23.64,-0.9089,20.45,-0.7368,25.45,-0.177,48.18,-1.2139,19.55,0.1095,54.55,0.0177,46.82,均衡发展型,49.8,竞赛转型型,0,1,0,1,1,0,0,3,yellow,none,yellow,none,yellow,yellow,none,none,尚未建立稳定导师支持关系；科研参与深度不足；学习动力偏外部驱动,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240125,学生-125,女,2004,1,计算机,统招,辽宁,地级市,强省重点,688,前5‰,9,高中及以下,本科,公务员/事业单位,企业职员,68.56,69.3,77.23,63.42,68.95,48.05,0,2,47.66,37.39,67.09,52.72,67.34,40.8,67.51,43.55,78.17,82.45,64.06,72.37,62.9,42.02,61.12,90.46,38.42,80.51,51.39,40.33,63.62,62.4,77.83,45.98,41.84,34.09,100,47.96,61.45,65.28,69.56,79.47,61.58,74.27,61.91,49.6,61.93,68.88,89.33,53.12,48.77,74.96,0.0,1,25.0,尚未进入,52.06,7.91,0,53.32,0,40.08,0,57.76,55.37,60.56,66.72,61.26,63.26,23.58,70.18,64.71,71.13,-0.9806,15.45,0.5457,71.36,-0.3281,36.36,-0.0366,49.09,-1.8133,1.36,0.9032,80.68,1.206,88.64,2.6755,100.0,竞赛转型型,49.6,均衡发展型,0,0,1,1,0,0,0,2,yellow,none,none,yellow,yellow,none,none,none,学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240126,学生-126,男,2003,2,物理,竞赛,上海,省会城市,强省重点,662,前5‰,7,硕士,大专,企业职员,教师/科研,94.76,61.41,55.63,61.33,86.21,39.32,0,2,60.66,56.4,48.24,59.05,48.61,72.61,57.46,81.07,73.92,62.97,68.04,66.8,79.96,71.54,72.76,51.5,96.0,67.68,88.05,58.82,76.38,59.01,68.72,59.73,22.8,32.99,100,45.36,54.5,59.52,73.03,72.3,79.49,59.15,70.86,80.27,57.43,52.07,67.59,72.49,68.33,66.66,63.78,1,25.0,任课教师,27.62,54.6,0,71.32,0,37.56,0,61.95,47.71,59.92,60.93,70.05,70.52,44.53,64.32,65.24,41.87,-1.1016,13.18,-0.4078,34.09,1.2624,90.0,1.3117,88.18,-0.5064,36.36,0.5202,61.36,1.3467,90.0,-1.0189,16.82,压力应对型,83.0,竞赛转型型,1,0,1,0,0,0,0,2,yellow,yellow,none,yellow,none,none,none,none,心理健康与压力状态需要优先关注；学术志趣与目标清晰度偏弱,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240127,学生-127,男,2004,2,化学,统招,内蒙古,农村,普通重点,675,前3%,4,大专,高中及以下,工人/服务业,公务员/事业单位,49.65,67.83,62.42,64.62,70.51,62.08,0,6,53.17,50.82,50.01,60.52,69.66,47.11,65.46,72.29,66.88,64.37,65.68,42.98,50.11,83.22,73.32,67.52,73.3,71.62,59.66,45.64,67.05,44.99,70.79,51.76,20.58,48.12,0,20.25,58.13,36.44,69.48,51.02,66.64,51.99,47.74,55.12,43.66,59.59,50.7,64.64,53.48,80.05,63.72,2,50.0,导师,48.56,77.28,0,62.75,100,54.6,0,33.34,78.34,58.72,63.02,63.03,52.63,53.73,36.39,56.76,50.27,-1.3284,8.41,-0.0636,47.95,-0.0078,50.0,-2.0109,2.27,0.0675,55.45,-1.3054,17.27,-0.9047,17.95,0.0417,49.55,竞赛转型型,49.7,均衡发展型,1,1,1,0,1,0,0,4,yellow,green,yellow,yellow,none,yellow,none,none,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系；学术志趣与目标清晰度偏弱；学习动力偏外部驱动,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240128,学生-128,男,2006,2,生物,综评,云南,县城,顶尖,645,前1%,5,高中及以下,高中及以下,公务员/事业单位,个体经营,76.39,68.89,51.75,59.03,51.58,63.76,0,1,47.72,25.5,69.75,65.0,50.25,47.23,84.12,40.75,32.54,99.43,51.4,77.53,65.26,69.32,63.24,78.98,55.21,66.1,74.53,63.09,47.89,69.28,51.96,60.0,21.42,65.24,100,83.19,57.42,77.96,84.14,59.38,67.83,50.25,23.28,74.1,47.38,56.35,61.93,74.38,49.83,55.93,26.31,1,25.0,导师,77.32,40.15,100,65.28,0,39.94,0,28.52,90.16,54.94,67.1,61.65,59.28,51.68,75.45,54.29,66.58,-2.0431,2.73,0.6083,75.45,-0.2575,40.0,-0.7758,22.95,-0.0604,51.36,1.2477,94.55,-1.5605,7.27,2.101,98.64,均衡发展型,75.9,科研驱动型,0,0,1,1,0,0,0,2,yellow,none,none,yellow,yellow,none,none,none,学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240129,学生-129,女,2005,4,物理,统招,江苏,地级市,顶尖,690,前1%,7,大专,高中及以下,工人/服务业,个体经营,64.36,61.75,70.27,60.59,28.87,43.71,0,4,52.96,56.04,72.09,80.06,97.42,90.86,70.55,62.14,86.74,57.24,63.29,58.76,62.81,45.0,52.47,48.45,90.35,81.06,78.69,43.35,98.7,88.93,75.47,62.37,11.71,21.99,0,43.21,41.72,76.25,45.09,74.67,79.84,65.89,53.9,70.54,58.04,60.55,38.53,72.02,54.48,58.82,90.31,3,75.0,竞赛延伸,55.77,68.64,0,68.98,100,53.68,0,47.08,56.22,82.5,61.68,73.84,66.1,65.97,42.69,59.66,37.5,3.1676,100.0,-0.2843,37.73,1.9482,97.73,0.4908,68.64,0.831,75.91,-0.8936,28.18,-0.1348,45.45,-1.5706,6.82,压力应对型,81.5,均衡发展型,1,1,0,0,0,0,0,2,red,red,red,none,none,none,none,none,心理健康与压力状态需要优先关注；尚未建立稳定导师支持关系,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议优先连接导师资源，并通过课程项目、FDUROP 和学术活动建立稳定指导关系。,先减压与稳节奏，调整课程负担并使用制度工具降低焦虑，再逐步恢复长期学术目标。,仍在努力应对学业挑战，但心理空间明显受压。,对标先稳节奏再恢复长期目标的减压转型路径。
20240130,学生-130,女,2003,4,化学,统招,新疆,省会城市,强省重点,691,前5‰,6,本科,本科,个体经营,教师/科研,84.24,93.64,74.78,59.09,39.53,56.49,100,5,42.89,25.46,61.32,46.86,86.08,60.9,92.49,70.52,55.3,67.82,60.53,85.64,73.51,31.47,58.13,45.51,78.91,74.71,59.32,56.4,64.77,52.51,76.67,90.21,28.14,42.21,100,74.85,69.68,70.72,75.39,52.57,67.75,45.34,44.58,49.02,78.81,49.7,51.53,74.69,50.76,60.32,84.59,3,75.0,导师,87.8,61.99,100,83.56,0,48.25,0,57.63,78.57,62.01,69.39,63.31,69.1,78.86,72.97,56.27,45.99,-0.7064,25.45,0.9854,85.23,0.0429,52.5,1.048,84.55,1.6351,95.0,1.0856,91.14,-1.0348,14.55,-0.4987,30.45,均衡发展型,75.2,科研驱动型,1,0,0,0,0,0,0,1,green,yellow,none,none,none,none,none,none,心理健康与压力状态需要优先关注,建议保持当前学术节奏，并在已有优势维度上继续深化。,建议近期优先处理压力管理问题，必要时寻求专业心理支持，并重新梳理学习节奏。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
20240131,学生-131,男,2005,2,生物,竞赛,江西,直辖市,顶尖,635,前1%,6,硕士,本科,教师/科研,企业职员,58.7,62.4,51.59,49.28,73.76,32.85,0,3,40.24,31.25,75.35,41.53,68.44,62.34,40.33,51.51,51.24,56.59,73.54,63.21,58.99,47.53,58.51,47.22,54.8,81.07,78.12,47.45,72.36,64.84,71.81,73.76,33.78,45.81,100,72.81,65.12,72.1,67.47,32.49,100.0,63.42,55.34,58.32,58.07,66.14,68.31,51.61,83.72,63.25,31.98,3,75.0,竞赛延伸,97.83,48.96,0,43.19,0,53.34,0,62.58,58.16,61.93,48.71,71.48,59.05,52.95,72.08,67.32,52.93,-0.7215,23.64,-2.4202,0.91,1.5212,94.09,-0.8186,20.45,0.0188,54.55,1.0274,86.36,1.8989,96.82,0.3776,63.64,竞赛转型型,65.8,均衡发展型,0,0,1,1,0,0,0,2,yellow,none,none,yellow,yellow,none,none,none,学术志趣与目标清晰度偏弱；科研参与深度不足,建议优先通过低风险试错课程、跨学科讲座和导师交流来重新确认兴趣方向。 建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议把竞赛式能力迁移到研究问题定义、过程记录和阶段复盘中。,建议结合当前课程负担，评估 P/NP 制度的合理使用空间，为探索和恢复留出余量。,从解题导向转向问题导向，尽快进入真实研究场景，建立过程记录与学术表达习惯。,前期能力基础较强，正在从竞赛型学习向研究型学习转变。,对标从竞赛优势迁移到研究表达和问题定义的转型案例。
20240132,学生-132,男,2004,1,物理,强基,江苏,省会城市,顶尖,651,前3%,4,博士,本科,教师/科研,公务员/事业单位,60.2,59.13,53.07,47.74,37.43,47.87,0,7,47.85,51.78,69.41,76.97,77.28,50.01,63.77,46.22,63.89,87.88,58.22,67.64,72.4,89.68,66.14,78.41,61.16,41.35,69.65,38.42,90.5,57.64,65.39,51.26,42.21,30.7,0,21.97,49.83,40.42,72.11,47.67,82.27,60.46,33.0,77.59,60.2,60.13,56.93,56.31,60.49,40.98,42.12,1,25.0,尚未进入,55.99,52.12,0,45.23,100,57.47,0,77.86,71.54,67.07,63.22,58.7,62.12,39.49,36.28,60.48,58.77,0.2503,61.82,-0.0307,50.91,-0.7913,23.18,-0.2484,42.5,-0.8208,23.64,-1.3126,16.36,0.0829,53.18,1.1149,87.73,均衡发展型,49.3,竞赛转型型,0,0,0,1,0,0,0,1,yellow,none,none,none,yellow,none,none,none,科研参与深度不足,建议从课程项目、FDUROP 或课题组旁听切入，逐步提升科研参与深度。,当前心理状态整体稳定，建议继续保持规律节奏与支持连接。,建议继续提升学习工具与研究方法的使用效率。,建议持续关注学堂资源、导师机会与跨学科平台。,保持稳定节奏，在优势维度上继续拉高，尝试承担更高挑战任务并形成个人特色。,整体发展稳定，没有明显短板，适合个性化拔高支持。,对标在稳定基础上持续拉高优势维度的综合发展路径。
